OrderID,Date,Product,Category,Region,Quantity,UnitPrice,DiscountPercent,TotalAmount,PaymentMode,CustomerAge
ORD1288,2025-02-14,Notebook,Stationery,West,9,86.16,0,775.44,Credit Card,29.0
ORD1289,2025-05-14,Headphones,Electronics,West,4,2805.31,0,11221.24,Debit Card,46.0
ORD1290,2025-01-06,Desk,Furniture,East,5,19310.52,10,86897.34,UPI,62.0
ORD1291,2025-06-07,Office Chair,Furniture,South,2,3745.49,5,7116.43,Cash,61.0
ORD1292,2025-03-02,Backpack,Accessories,East,5,2807.77,15,11933.02,UPI,57.0
ORD1293,2025-03-20,Office Chair,Furniture,West,3,5629.54,5,16044.19,Net Banking,41.0
ORD1294,2025-04-22,Notebook,Stationery,South,8,76.16,20,487.42,Net Banking,23.0
ORD1295,2025-02-27,Backpack,Accessories,North,6,1616.87,0,9701.22,Net Banking,50.0
ORD1296,2025-06-17,Office Chair,Furniture,Central,3,9872.42,0,29617.26,Cash,25.0
ORD1297,2025-09-19,Office Chair,Furniture,West,8,11603.02,0,92824.16,Credit Card,47.0
ORD1298,2025-01-30,Headphones,Electronics,Central,8,2955.64,10,21280.61,Cash,61.0
ORD1299,2025-01-02,Desk,Furniture,South,7,15849.2,0,110944.4,Net Banking,22.0
ORD1300,2025-01-31,Laptop,Electronics,North,2,64066.38,10,115319.48,Cash,20.0
ORD1301,2025-08-04,Desk,Furniture,East,3,11133.0,20,26719.2,Cash,46.0
ORD1302,2025-06-28,Notebook,Stationery,North,9,50.05,0,450.45,Debit Card,52.0
ORD1303,2025-01-02,Notebook,Stationery,North,4,62.31,20,199.39,UPI,47.0
ORD1304,2025-04-28,Backpack,Accessories,South,7,1560.32,20,8737.79,Cash,40.0
ORD1305,2025-08-03,Headphones,Electronics,Central,2,1957.73,0,3915.46,Credit Card,33.0
ORD1306,2025-08-17,Office Chair,Furniture,Central,10,3807.49,0,38074.9,Credit Card,33.0
ORD1307,2025-04-22,Laptop,Electronics,North,4,63101.94,10,227166.98,Debit Card,50.0
ORD1308,2025-06-14,Desk,Furniture,South,10,8512.42,0,85124.2,UPI,27.0
ORD1309,2025-02-01,Backpack,Accessories,Central,5,1052.61,0,5263.05,Net Banking,65.0
ORD1310,2025-09-11,Headphones,Electronics,North,7,3429.17,10,21603.77,UPI,59.0
ORD1311,2025-08-02,Notebook,Stationery,West,6,82.86,15,422.59,Debit Card,37.0
ORD1312,2025-05-04,Notebook,Stationery,South,9,34.71,5,296.77,UPI,63.0
ORD1313,2025-07-31,Headphones,Electronics,West,1,4184.26,10,3765.83,Net Banking,51.0
ORD1314,2025-06-19,Headphones,Electronics,North,5,2431.36,0,12156.8,Cash,41.0
ORD1315,2025-05-18,Smartphone,Electronics,West,4,37710.51,0,150842.04,Net Banking,56.0
ORD1316,2025-04-22,Laptop,Electronics,West,4,84312.92,20,269801.34,Debit Card,39.0
ORD1317,2025-04-08,Desk,Furniture,North,1,19355.3,0,19355.3,Cash,33.0
ORD1318,2025-06-14,Water Bottle,Accessories,East,7,607.45,0,4252.15,Cash,47.0
ORD1319,2025-07-04,Backpack,Accessories,Central,5,2121.8,0,10609.0,Cash,47.0
ORD1320,2025-06-13,Smartphone,Electronics,South,8,50535.2,20,323425.28,UPI,38.0
ORD1321,2025-03-16,Notebook,Stationery,North,4,23.66,15,80.44,UPI,53.0
ORD1322,2025-03-20,Water Bottle,Accessories,South,7,526.44,0,3685.08,UPI,32.0
ORD1323,2025-06-22,Notebook,Stationery,East,4,65.58,5,249.2,Cash,64.0
ORD1324,2025-03-13,Pen Set,Stationery,Central,6,165.21,0,991.26,Cash,29.0
ORD1325,2025-01-18,Backpack,Accessories,North,1,2975.81,10,2678.23,Credit Card,18.0
ORD1326,2025-03-19,Notebook,Stationery,North,4,31.0,0,124.0,Debit Card,50.0
ORD1327,2025-09-05,Pen Set,Stationery,West,10,143.3,15,1218.05,Credit Card,18.0
ORD1328,2025-05-21,Backpack,Accessories,Central,1,1879.11,0,1879.11,UPI,19.0
ORD1329,2025-04-02,Backpack,Accessories,North,7,2532.89,20,14184.18,Credit Card,51.0
ORD1330,2025-05-10,Headphones,Electronics,East,10,1812.07,10,16308.63,UPI,43.0
ORD1331,2025-05-05,Smartphone,Electronics,South,7,29906.48,5,198878.09,UPI,61.0
ORD1332,2025-07-27,Smartphone,Electronics,West,1,43379.31,0,43379.31,Cash,53.0
ORD1333,2025-03-29,Pen Set,Stationery,North,1,64.03,15,54.43,Cash,45.0
ORD1334,2025-01-22,Bookshelf,Furniture,South,2,5395.14,10,9711.25,Debit Card,62.0
ORD1335,2025-05-24,Water Bottle,Accessories,Central,1,459.08,0,459.08,Net Banking,60.0
ORD1336,2025-04-17,Laptop,Electronics,Central,6,53070.95,0,318425.7,Debit Card,63.0
ORD1337,2025-05-04,Notebook,Stationery,Central,5,94.31,0,471.55,Cash,61.0
ORD1338,2025-02-10,Backpack,Accessories,Central,3,1329.32,20,3190.37,UPI,21.0
ORD1339,2025-07-23,Smartphone,Electronics,East,2,32980.24,0,65960.48,Credit Card,58.0
ORD1340,2025-04-27,Desk,Furniture,East,8,16753.22,5,127324.47,Net Banking,42.0
ORD1341,2025-07-14,Notebook,Stationery,North,10,34.86,15,296.31,Net Banking,36.0
ORD1342,2025-03-20,Office Chair,Furniture,West,2,11557.3,0,23114.6,Debit Card,65.0
ORD1343,2025-01-03,Notebook,Stationery,East,2,45.33,0,90.66,Cash,41.0
ORD1344,2025-08-09,Desk,Furniture,West,2,6533.47,0,13066.94,Net Banking,53.0
ORD1345,2025-07-01,Backpack,Accessories,Central,1,1520.11,0,1520.11,Credit Card,56.0
ORD1346,2025-05-30,Water Bottle,Accessories,West,7,659.89,0,4619.23,Cash,23.0
ORD1347,2025-09-24,Backpack,Accessories,South,4,2763.02,10,9946.87,Cash,28.0
ORD1348,2025-03-16,Headphones,Electronics,North,5,1929.46,5,9164.93,Debit Card,45.0
ORD1349,2025-02-09,Desk,Furniture,East,8,11316.54,20,72425.86,UPI,33.0
ORD1350,2025-02-24,Pen Set,Stationery,South,4,198.45,5,754.11,UPI,18.0
ORD1351,2025-06-18,Notebook,Stationery,West,10,46.58,5,442.51,UPI,45.0
ORD1352,2025-04-13,Water Bottle,Accessories,West,6,238.48,10,1287.79,UPI,29.0
ORD1353,2025-09-09,Notebook,Stationery,Central,5,97.5,15,414.38,Debit Card,38.0
ORD1354,2025-02-28,Notebook,Stationery,Central,7,42.42,0,296.94,Debit Card,55.0
ORD1355,2025-08-25,Backpack,Accessories,South,9,949.82,0,8548.38,Cash,36.0
ORD1356,2025-09-13,Smartphone,Electronics,South,7,51310.35,15,305296.58,UPI,33.0
ORD1357,2025-07-13,Desk,Furniture,North,7,14879.94,20,83327.66,Cash,56.0
ORD1358,2025-08-03,Pen Set,Stationery,Central,9,195.56,10,1584.04,Credit Card,41.0
ORD1359,2025-05-08,Backpack,Accessories,East,2,1984.55,0,3969.1,Debit Card,59.0
ORD1360,2025-06-19,Water Bottle,Accessories,West,7,178.79,20,1001.22,Credit Card,18.0
ORD1361,2025-09-23,Smartphone,Electronics,Central,9,24419.44,15,186808.72,Net Banking,62.0
ORD1362,2025-08-26,Water Bottle,Accessories,Central,6,293.67,5,1673.92,Net Banking,
ORD1363,2025-06-01,Bookshelf,Furniture,West,8,7986.22,0,63889.76,Credit Card,25.0
ORD1364,2025-04-16,Headphones,Electronics,Central,6,2262.98,5,12898.99,Cash,40.0
ORD1365,2025-02-04,Pen Set,Stationery,East,8,74.41,0,595.28,Credit Card,63.0
ORD1366,2025-02-25,Smartphone,Electronics,South,6,13084.09,15,66728.86,Debit Card,51.0
ORD1367,2025-08-07,Headphones,Electronics,West,6,3118.02,10,16837.31,Debit Card,43.0
ORD1368,2025-01-15,Headphones,Electronics,Central,7,1582.83,5,10525.82,Debit Card,46.0
ORD1369,2025-04-20,Water Bottle,Accessories,South,1,429.21,15,364.83,UPI,63.0
ORD1370,2025-07-07,Smartphone,Electronics,East,9,39712.7,0,357414.3,Debit Card,47.0
ORD1371,2025-06-10,Smartphone,Electronics,Central,8,24592.96,10,177069.31,Cash,57.0
ORD1372,2025-08-23,Notebook,Stationery,Central,6,66.96,0,401.76,Debit Card,61.0
ORD1373,2025-03-10,Desk,Furniture,East,10,18780.24,0,187802.4,Credit Card,33.0
ORD1374,2025-03-14,Desk,Furniture,Central,6,6754.23,15,34446.57,Cash,44.0
ORD1375,2025-04-06,Water Bottle,Accessories,West,7,239.61,5,1593.41,Net Banking,
ORD1376,2025-03-13,Headphones,Electronics,South,8,3130.63,0,25045.04,UPI,46.0
ORD1377,2025-09-06,Water Bottle,Accessories,South,6,184.85,0,1109.1,Debit Card,42.0
ORD1378,2025-09-09,Backpack,Accessories,West,8,1763.6,5,13403.36,Cash,
ORD1379,2025-04-23,Headphones,Electronics,East,1,1147.22,20,917.78,Credit Card,35.0
ORD1380,2025-08-23,Office Chair,Furniture,Central,3,9451.3,20,22683.12,Cash,53.0
ORD1381,2025-07-07,Backpack,Accessories,Central,2,783.03,0,1566.06,Credit Card,64.0
ORD1382,2025-05-07,Pen Set,Stationery,East,7,186.59,0,1306.13,Credit Card,46.0
ORD1383,2025-03-02,Desk,Furniture,South,2,10228.65,5,19434.43,Debit Card,65.0
ORD1384,2025-08-08,Water Bottle,Accessories,South,10,597.94,15,5082.49,Net Banking,26.0
ORD1385,2025-06-29,Office Chair,Furniture,Central,1,12762.36,10,11486.12,UPI,56.0
ORD1386,2025-05-17,Backpack,Accessories,Central,5,920.94,0,4604.7,Credit Card,26.0
ORD1387,2025-03-06,Notebook,Stationery,South,5,93.5,20,374.0,Debit Card,27.0
ORD1388,2025-03-14,Bookshelf,Furniture,Central,7,6970.89,5,46356.42,UPI,58.0
ORD1389,2025-02-17,Notebook,Stationery,West,2,50.01,15,85.02,Net Banking,65.0
ORD1390,2025-09-07,Desk,Furniture,East,6,15420.55,5,87897.13,Net Banking,18.0
ORD1391,2025-07-03,Smartphone,Electronics,North,8,47084.73,15,320176.16,Net Banking,43.0
ORD1392,2025-05-18,Office Chair,Furniture,East,4,14617.54,5,55546.65,UPI,39.0
ORD1393,2025-09-06,Backpack,Accessories,East,10,1944.83,20,15558.64,Credit Card,20.0
ORD1394,2025-03-05,Smartphone,Electronics,South,8,42056.62,0,336452.96,Cash,47.0
ORD1395,2025-03-09,Laptop,Electronics,East,7,89632.72,0,627429.04,Debit Card,
ORD1396,2025-07-10,Smartphone,Electronics,South,5,43420.22,0,217101.1,Credit Card,43.0
ORD1397,2025-02-16,Desk,Furniture,North,4,15889.83,5,60381.35,Credit Card,31.0
ORD1398,2025-09-23,Pen Set,Stationery,West,10,69.48,0,694.8,Credit Card,18.0
ORD1399,2025-03-09,Bookshelf,Furniture,West,7,6902.65,15,41070.77,Credit Card,32.0
ORD1400,2025-06-10,Notebook,Stationery,East,2,27.15,0,54.3,UPI,26.0
ORD1401,2025-03-15,Notebook,Stationery,North,3,81.88,15,208.79,Net Banking,54.0
ORD1402,2025-06-29,Laptop,Electronics,South,3,72464.37,5,206523.45,Debit Card,44.0
ORD1403,2025-02-21,Water Bottle,Accessories,South,4,596.27,0,2385.08,Credit Card,55.0
ORD1404,2025-03-13,Notebook,Stationery,South,7,48.12,0,336.84,UPI,59.0
ORD1405,2025-05-26,Smartphone,Electronics,North,10,23912.02,10,215208.18,UPI,31.0
ORD1406,2025-07-20,Backpack,Accessories,East,4,2017.32,15,6858.89,Credit Card,33.0
ORD1407,2025-02-06,Pen Set,Stationery,Central,4,146.47,5,556.59,Credit Card,41.0
ORD1408,2025-07-07,Bookshelf,Furniture,Central,10,2791.9,5,26523.05,Debit Card,48.0
ORD1409,2025-05-15,Smartphone,Electronics,South,2,12801.09,0,25602.18,Credit Card,21.0
ORD1410,2025-08-01,Notebook,Stationery,West,9,60.53,20,435.82,Cash,23.0
ORD1411,2025-02-12,Backpack,Accessories,East,3,1844.14,0,5532.42,Credit Card,50.0
ORD1412,2025-06-17,Office Chair,Furniture,West,3,14691.76,10,39667.75,Net Banking,58.0
ORD1413,2025-05-03,Smartphone,Electronics,North,7,26888.14,15,159984.43,Debit Card,23.0
ORD1414,2025-01-29,Notebook,Stationery,East,10,29.28,10,263.52,Debit Card,25.0
ORD1415,2025-09-12,Laptop,Electronics,East,1,76855.53,0,76855.53,Net Banking,51.0
ORD1416,2025-05-18,Desk,Furniture,North,3,7504.44,15,19136.32,Credit Card,39.0
ORD1417,2025-02-09,Notebook,Stationery,West,2,41.76,0,83.52,Cash,50.0
ORD1418,2025-07-08,Bookshelf,Furniture,South,10,2332.63,0,23326.3,UPI,24.0
ORD1419,2025-09-18,Water Bottle,Accessories,North,2,588.18,0,1176.36,Credit Card,18.0
ORD1420,2025-03-18,Office Chair,Furniture,South,6,3551.78,5,20245.15,Credit Card,53.0
ORD1421,2025-06-13,Notebook,Stationery,East,4,37.96,5,144.25,Credit Card,54.0
ORD1422,2025-04-25,Bookshelf,Furniture,Central,1,2716.41,0,2716.41,Credit Card,43.0
ORD1423,2025-06-09,Smartphone,Electronics,East,5,54095.58,20,216382.32,Credit Card,53.0
ORD1424,2025-06-05,Pen Set,Stationery,Central,4,51.99,0,207.96,Debit Card,47.0
ORD1425,2025-04-11,Bookshelf,Furniture,Central,8,5550.15,20,35520.96,Debit Card,27.0
ORD1426,2025-06-27,Laptop,Electronics,North,1,86957.89,0,86957.89,UPI,18.0
ORD1427,2025-04-16,Notebook,Stationery,Central,5,87.92,0,439.6,Debit Card,44.0
ORD1428,2025-05-24,Pen Set,Stationery,North,3,290.3,15,740.27,Credit Card,32.0
ORD1429,2025-02-13,Backpack,Accessories,Central,6,1532.64,5,8736.05,Credit Card,50.0
ORD1430,2025-02-01,Headphones,Electronics,West,7,3476.31,0,24334.17,Debit Card,33.0
ORD1431,2025-07-21,Desk,Furniture,East,6,8914.86,20,42791.33,UPI,46.0
ORD1432,2025-02-25,Desk,Furniture,South,4,8504.17,0,34016.68,Credit Card,28.0
ORD1433,2025-07-03,Pen Set,Stationery,South,7,166.51,0,1165.57,Cash,37.0
ORD1434,2025-03-22,Pen Set,Stationery,East,2,116.25,0,232.5,Net Banking,20.0
ORD1435,2025-02-16,Office Chair,Furniture,South,6,13031.1,0,78186.6,UPI,43.0
ORD1436,2025-03-31,Backpack,Accessories,North,5,622.38,0,3111.9,Cash,46.0
ORD1437,2025-08-25,Backpack,Accessories,North,4,2370.2,0,9480.8,Debit Card,25.0
ORD1438,2025-04-12,Laptop,Electronics,West,4,47775.11,0,191100.44,UPI,61.0
ORD1439,2025-02-08,Smartphone,Electronics,North,5,39951.54,20,159806.16,Credit Card,30.0
ORD1440,2025-06-19,Pen Set,Stationery,North,2,252.32,20,403.71,Credit Card,47.0
ORD1441,2025-07-22,Laptop,Electronics,West,10,52559.51,5,499315.34,Credit Card,42.0
ORD1442,2025-05-21,Notebook,Stationery,East,4,33.82,0,135.28,Cash,27.0
ORD1443,2025-06-01,Laptop,Electronics,West,10,72634.8,0,726348.0,Cash,53.0
ORD1444,2025-03-12,Pen Set,Stationery,West,5,65.24,5,309.89,Debit Card,59.0
ORD1445,2025-01-10,Backpack,Accessories,West,9,1122.87,20,8084.66,UPI,48.0
ORD1446,2025-09-15,Backpack,Accessories,East,6,2453.59,10,13249.39,Cash,35.0
ORD1447,2025-01-16,Headphones,Electronics,East,10,909.46,0,9094.6,Credit Card,48.0
ORD1448,2025-03-23,Backpack,Accessories,North,10,1393.58,0,13935.8,Debit Card,60.0
ORD1449,2025-04-23,Office Chair,Furniture,Central,1,6198.32,20,4958.66,Cash,40.0
ORD1450,2025-07-03,Headphones,Electronics,Central,10,1539.62,0,15396.2,Credit Card,63.0
ORD1451,2025-04-07,Bookshelf,Furniture,West,10,7685.35,0,76853.5,Net Banking,
ORD1452,2025-04-30,Headphones,Electronics,Central,2,2859.83,0,5719.66,Debit Card,19.0
ORD1453,2025-04-14,Backpack,Accessories,South,6,1694.97,10,9152.84,UPI,63.0
ORD1454,2025-01-12,Headphones,Electronics,South,6,4658.88,0,27953.28,Net Banking,63.0
ORD1455,2025-07-06,Headphones,Electronics,North,9,4052.34,20,29176.85,UPI,63.0
ORD1456,2025-06-15,Notebook,Stationery,South,6,66.88,0,401.28,Debit Card,64.0
ORD1457,2025-06-12,Notebook,Stationery,South,8,83.35,15,566.78,Net Banking,62.0
ORD1458,2025-03-31,Water Bottle,Accessories,West,4,661.54,15,2249.24,UPI,64.0
ORD1459,2025-07-20,Desk,Furniture,Central,1,6910.23,15,5873.7,Credit Card,29.0
ORD1460,2025-02-23,Water Bottle,Accessories,West,10,356.84,0,3568.4,Debit Card,39.0
ORD1461,2025-02-15,Smartphone,Electronics,East,6,23423.8,0,140542.8,Cash,18.0
ORD1462,2025-05-12,Desk,Furniture,North,2,8145.26,0,16290.52,Credit Card,21.0
ORD1463,2025-07-31,Notebook,Stationery,West,7,55.06,0,385.42,Cash,40.0
ORD1464,2025-04-26,Backpack,Accessories,South,8,1438.37,20,9205.57,Cash,22.0
ORD1465,2025-02-23,Laptop,Electronics,North,6,58270.89,0,349625.34,UPI,28.0
ORD1466,2025-02-17,Notebook,Stationery,East,2,32.87,10,59.17,Net Banking,57.0
ORD1467,2025-03-26,Pen Set,Stationery,Central,7,226.13,15,1345.47,Cash,28.0
ORD1468,2025-07-29,Laptop,Electronics,Central,4,49556.6,0,198226.4,Net Banking,34.0
ORD1469,2025-07-21,Desk,Furniture,Central,2,9461.01,0,18922.02,Net Banking,49.0
ORD1470,2025-02-14,Headphones,Electronics,East,1,1028.92,5,977.47,Net Banking,48.0
ORD1471,2025-05-30,Office Chair,Furniture,North,4,4163.84,0,16655.36,Cash,25.0
ORD1472,2025-05-16,Desk,Furniture,North,8,16773.15,5,127475.94,Net Banking,42.0
ORD1473,2025-04-06,Headphones,Electronics,West,7,2358.29,0,16508.03,Credit Card,34.0
ORD1474,2025-05-18,Pen Set,Stationery,Central,4,166.26,20,532.03,Credit Card,27.0
ORD1475,2025-07-31,Smartphone,Electronics,Central,6,16113.95,20,77346.96,Debit Card,53.0
ORD1476,2025-09-01,Laptop,Electronics,Central,9,82835.87,5,708246.69,Debit Card,48.0
ORD1477,2025-09-22,Desk,Furniture,Central,1,6184.33,10,5565.9,Net Banking,27.0
ORD1478,2025-03-27,Smartphone,Electronics,South,8,57564.23,0,460513.84,Debit Card,26.0
ORD1479,2025-03-17,Laptop,Electronics,Central,7,64051.87,0,448363.09,UPI,38.0
ORD1480,2025-06-16,Smartphone,Electronics,East,9,16177.32,5,138316.09,Net Banking,47.0
ORD1481,2025-09-25,Laptop,Electronics,West,10,80394.78,10,723553.02,Credit Card,44.0
ORD1482,2025-02-21,Headphones,Electronics,North,10,1422.44,10,12801.96,Net Banking,24.0
ORD1483,2025-05-16,Desk,Furniture,West,6,18012.13,5,102669.14,Cash,54.0
ORD1484,2025-07-26,Water Bottle,Accessories,South,3,457.48,0,1372.44,Net Banking,56.0
ORD1485,2025-05-02,Notebook,Stationery,North,6,23.1,15,117.81,Cash,35.0
ORD1486,2025-05-24,Bookshelf,Furniture,West,5,2121.4,0,10607.0,Credit Card,32.0
ORD1487,2025-06-14,Headphones,Electronics,East,8,2062.02,20,13196.93,Cash,56.0
ORD1488,2025-07-28,Smartphone,Electronics,West,4,21020.91,20,67266.91,Net Banking,41.0
ORD1489,2025-06-09,Laptop,Electronics,Central,3,68187.14,0,204561.42,Cash,26.0
ORD1490,2025-04-09,Backpack,Accessories,South,1,2698.33,0,2698.33,Credit Card,33.0
ORD1491,2025-04-12,Laptop,Electronics,East,6,65540.19,15,334254.97,UPI,47.0
ORD1492,2025-01-16,Backpack,Accessories,South,2,1492.36,15,2537.01,UPI,49.0
ORD1493,2025-06-29,Water Bottle,Accessories,East,8,439.97,10,3167.78,Debit Card,34.0
ORD1494,2025-03-25,Smartphone,Electronics,Central,7,25683.33,0,179783.31,Debit Card,32.0
ORD1495,2025-07-29,Office Chair,Furniture,Central,5,11132.34,15,47312.44,Credit Card,61.0
ORD1496,2025-03-30,Laptop,Electronics,Central,3,66334.37,15,169152.64,Credit Card,32.0
ORD1497,2025-05-21,Desk,Furniture,West,5,14125.16,15,60031.93,Cash,40.0
ORD1498,2025-09-24,Pen Set,Stationery,Central,8,113.0,0,904.0,Cash,55.0
ORD1499,2025-05-25,Smartphone,Electronics,East,6,12352.68,10,66704.47,Credit Card,48.0
ORD1500,2025-06-16,Smartphone,Electronics,East,5,28141.62,15,119601.88,UPI,59.0
